# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 26 23:59:29 2021
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%tess%'
# CONSTRAINT:  and st_agestr < 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HIP 67522 b,HIP 67522,TIC 166527623,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,6.95950300,0.00001600,-0.00001500,0,,,,,10.070,0.470,-0.470,0,0.898,0.042,-0.042,0,,,,,,,,,,0.059000,0.193000,-0.046000,0,,,,,1174,21,-20,0,0,,,,,4.8220000,0.0210000,-0.0190000,0,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,,5675.00,75.00,-75.00,0,1.38,0.06,-0.06,0,1.22,0.05,-0.05,0,0.000,,,0,,,,,,0.017,0.002,-0.002,0,1.42,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.2800000,1.1050000,-1.0870000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2020-07-17,2020-07,2020-07-23
AU Mic b,AU Mic,TIC 441420236,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,8.46300000,0.00000200,-0.00000200,0,0.064500,0.001300,-0.001300,0,4.070,0.170,-0.170,0,0.363,0.015,-0.015,0,17.00000,5.00000,-5.00000,0,0.05349,0.01573,-0.01573,0,Mass,0.000000,,,0,,,,,593,21,-21,0,0,,,,,3.5000000,0.0800000,-0.0800000,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,,,,,0.022,0.003,-0.003,0,4.86,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2021-08-09,2021-05,2021-08-09
AU Mic b,AU Mic,TIC 441420236,0,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,8.46321000,0.00004000,-0.00004000,0,0.066000,0.007000,-0.006000,0,4.203,0.202,-0.202,0,0.375,0.018,-0.018,0,57.20940,,,1,0.18000,,,1,Msini,0.100000,0.170000,-0.090000,0,,,,,,,,,0,,,,,3.5000000,0.6300000,-0.5900000,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,,,,,0.022,0.003,-0.003,0,4.86,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2020-06-12,2020-06,2020-06-24
AU Mic c,AU Mic,TIC 441420236,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,18.85901900,0.00001600,-0.00001600,0,0.110100,0.002200,-0.002200,0,3.240,0.160,-0.160,0,0.289,0.014,-0.014,0,13.60000,11.40000,-11.40000,0,0.04279,0.03587,-0.03587,0,Mass,0.000000,,,0,,,,,454,16,-16,0,0,,,,,4.5000000,0.8000000,-0.8000000,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,,,,,0.022,0.003,-0.003,0,4.86,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2021-08-10,2021-05,2021-08-10
TOI-837 b,TOI-837,TIC 460205581,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200907845B/abstract target=ref>Bouma et al. 2020</a>,8.32487620,0.00001570,-0.00001570,0,,,,,8.631,1.009,-1.009,0,0.770,0.090,-0.090,0,381.39600,,,1,1.20000,,,1,Msini,0.000000,,,0,,,,,,,,,0,,,,,1.9570000,0.0390000,-0.0390000,0,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200907845B/abstract target=ref>Bouma et al. 2020</a>,G0/F9 V,6047.00,162.00,-162.00,0,1.02,0.08,-0.08,0,1.12,0.06,-0.06,0,-0.069,0.042,-0.042,0,[Fe/H[,4.47,0.05,-0.05,0,0.035,0.011,-0.005,0,3.00,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.4880000,0.4610000,-0.4580000,10.6350000,0.0070000,-0.0070000,8.9330000,0.0260000,-0.0260000,10.3560000,0.0006670,-0.0006670,2020-10-16,2020-09,2020-10-22
DS Tuc A b,DS Tuc A,TIC 410214986,0,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BENATTI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...630A..81B/abstract target=ref>Benatti et al. 2019</a>,8.13870000,0.00050000,-0.00050000,0,,,,,5.630,0.220,-0.210,0,0.500,0.020,-0.020,0,413.17900,,,1,1.30000,,,1,Mass,,,,,,,,,,,,,0,,,,,,,,,<a refstr=BENATTI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...630A..81B/abstract target=ref>Benatti et al. 2019</a>,G6 V,5542.00,21.00,-21.00,0,0.87,0.03,-0.03,0,0.96,0.03,-0.03,0,-0.080,0.060,-0.060,0,[Fe/H],4.60,0.15,-0.15,0,0.040,0.005,-0.005,0,2.85,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,0.0693000,-0.0691000,8.1700000,0.0300000,-0.0300000,6.6760000,0.0340000,-0.0340000,8.3192600,0.0010250,-0.0010250,2019-08-09,2019-10,2019-08-15
DS Tuc A b,DS Tuc A,TIC 410214986,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,8.13826800,0.00001100,-0.00001100,0,,,,,5.700,0.170,-0.170,0,0.509,0.015,-0.015,0,,,,,,,,,,0.000000,,,0,,,,,850,,,0,0,0.293600,0.002600,-0.002600,0,3.1764000,0.0117600,-0.0093600,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,G6 V,5428.00,80.00,-80.00,0,0.96,0.03,-0.03,0,1.01,0.06,-0.06,0,0.000,,,0,,,,,,0.045,0.004,-0.004,0,2.85,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,0.0693000,-0.0691000,8.1700000,0.0300000,-0.0300000,6.6760000,0.0340000,-0.0340000,8.3192600,0.0010250,-0.0010250,2019-07-03,2019-07,2019-07-11
TOI-942 b,TOI-942,TIC 146520535,0,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201113795C/abstract target=ref>Carleo et al. 2020</a>,4.32630000,0.00110000,-0.00110000,0,0.049800,0.000700,-0.000700,0,4.242,0.376,-0.313,0,0.378,0.034,-0.028,0,16.00000,,,1,0.05034,,,1,Mass,0.285000,0.133000,-0.099000,0,,,,,,,,,0,,,,,2.7610000,0.2590000,-0.3740000,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201113795C/abstract target=ref>Carleo et al. 2020</a>,K2.5 V,4969.00,100.00,-100.00,0,0.89,0.07,-0.05,0,0.88,0.04,-0.04,0,0.000,0.200,-0.200,0,[Fe/H],,,,,0.050,0.030,-0.020,0,3.39,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,0.6950000,-0.6890000,11.9820000,0.0260000,-0.0260000,9.6390000,0.0230000,-0.0230000,11.6346000,0.0015710,-0.0015710,2020-12-10,2020-11,2020-12-17
TOI-942 c,TOI-942,TIC 146520535,0,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201113795C/abstract target=ref>Carleo et al. 2020</a>,10.16050000,0.00560000,-0.00530000,0,0.088000,0.001400,-0.001400,0,4.793,0.410,-0.351,0,0.428,0.037,-0.031,0,37.00000,,,1,0.11641,,,1,Mass,0.175000,0.139000,-0.103000,0,,,,,,,,,0,,,,,3.7230000,0.3330000,-0.4460000,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201113795C/abstract target=ref>Carleo et al. 2020</a>,K2.5 V,4969.00,100.00,-100.00,0,0.89,0.07,-0.05,0,0.88,0.04,-0.04,0,0.000,0.200,-0.200,0,[Fe/H],,,,,0.050,0.030,-0.020,0,3.39,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,0.6950000,-0.6890000,11.9820000,0.0260000,-0.0260000,9.6390000,0.0230000,-0.0230000,11.6346000,0.0015710,-0.0015710,2020-12-10,2020-11,2020-12-17
TOI-942 b,TOI-942,TIC 146520535,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.32419000,0.00003000,-0.00003000,0,0.047960,0.000730,-0.000650,0,4.810,0.200,-0.200,0,0.429,0.018,-0.018,0,826.35800,,,1,2.60000,,,1,Mass,0.000000,,,0,,,,,,,,,0,,,,,3.4032000,0.0600000,-0.0432000,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,4928.00,125.00,-85.00,0,1.02,0.02,-0.02,0,0.79,0.04,-0.03,0,-0.221,0.131,-0.076,0,[Fe/H],4.31,0.03,-0.03,0,0.090,0.070,-0.070,0,3.40,0.37,-0.37,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,0.6950000,-0.6890000,11.9820000,0.0260000,-0.0260000,9.6390000,0.0230000,-0.0230000,11.6346000,0.0015710,-0.0015710,2020-12-10,2021-01,2020-12-17
